Sf3b6	Sf3b3
Ighv1-56	Igkv8-34
Or8d1b	Gnb1
Cherp	Hnrnph2
Tas2r107	Npy5r
MCPH1-AS1	MCPH1-AS1
Fcnb	IGHV3-7
Eif4a3	Rps6
Itga2b	Src
Cp	Alb
Snrpe	Rnps1
Rpl35rt	Rpl27rt
Shc1	Igkv8-21
Cep76	Nedd1
Arfgap2	Gbf1
Ptgfr	Tbxa2r
Mrpl37	Mrpl17
Ninl	Tctn2
Ddx5	Dhx15
Terf2	Gm20838
Smg7	Rpsa
Actn2	Tpm3-rs7
Fbxl16	Fbxo17
Igkv7-33	IGLV3-27
Arpc2	Nck1
Depdc7	Rhod
IGHE	Gm43218
Cdc5lrt6	Cwc25
Gm21173	Stag3
Rps8	Rpp25
Srgap2	Rhoq
Fbxw14	Kbtbd7
Syk	IGHD
Mrpl17	Mrps15
Pramel5	Pramel56
Gm26201	Gm24618
Fyn	Tln1
Gtf2h1	Ccnt2
Cdk12	Eloa
Gm28961	Pot1b
Klhl22	Tes3-ps
Sos1	RHOU
Trav15n-1	Trav15-1-dv6-1
Cyp3a41a	Mgst3
Lin28a	Lin28a
Alyreffm2	Xab2
Ncaph	Ccnb1
Etf1	Rpl13
ATP5G3	NDUFB10
SHC2	Kl
Tas2r125	Grm8
SCRIB	Vangl2
Arhgap25	Cdc42
Vipr1	Taar1
Trio	RHOU
Rplp0	Rpl26
Serpina1d	Cst3
Jak3	Pspn
Vav1	Blnk
Ptgdr	Plcb2
Klhl11	Elob
Oog4	Pramel26
Krtap10-31	Krtap5-26
Gm20730	Fcgr4
Rpl35	RPL5
Ighv1-63	Igkv2-137
Rpl19	Rpl10a
Ccl19	C5ar1
Eif4g1	Rpl35
Clp1	Polr2i
Pcna	Lig3
Gm10096	Spo11
Ppwd1	Ppil1
Tipin	Rfc3
TAS2R10	Ptgdr2
RINL	RINL
Gm22046	Gm24518
ZFP91-CNTF	ZFP91-CNTF
Col23a1	Col6a3
Rpl37a	Rpl3
Polr2e	Gtf3a
Apex1	Rfc4
Nudc	Nup133
S1pr3	S1pr1
Htr2b	Gpr65
Eif4a3l1	Igf2bp1
Gm21173	Rec8
Polr2f	Rtf1
Tomm22	Dnajc19
Tgoln1	Ano8
Krtap10-26	Krtap10-21
Med26	Med9
Tas2r144	Agtr2
HSD11B1-AS1	HSD11B1-AS1
Gm2042	PRAMEF5
Ssr4	Rpl22
Mc5r	GPR32
Gm21411	Zfp820
TMEM95	Tmem95
Gna15	Gcg
Gins3	Mcm6
Gm13040	Pramel38
Rbm5	Cwc27
Trio	Avpr1a
Srsf4	DHX16
Pramel48	Pramel26
Prodh2	Prodh2
Nup98	Alyreffm2
Ccnt1	Ints7
Dvl2	Sh3gl2
Npffr1	Grm4
Haus1	Iqcb1
Ssna1	Dctn1
PRAMEF17	Pramel42
Ighv14-1	Igkv8-18
Gmip	Arhgef6
Nedd8	Gan
Sptb	Dctn1
FGFR1OP	Tmem216
Atm	Rif1
Fus	Ppil1
Mtnr1b	Lpar1
Cdc5lrt6	Ccar1
Kbtbd8	Fbxo44
Gm25155	Gm23265
Rad21	Gm21409
Ptger4	Ramp3
Vps37d	Vps37c
Tas2r109	Gpr17
RPS4Y1	Eif4b
CDK7	Ints10
IGKV1-5	Ighv1-20
Apob	Msr1
Adra2b	Gnai3
TAS2R14	Oxgr1
Ighv8-8	C4b
Srrm2	Prpf40a
Ighv1-69	Syk
Ssxb9	Ssxa1
Spsb2	Cops3
Zwilch	Stag2
TAS2R63P	TAS2R63P
Gna12	Gnb4
Ddx23	Cwc22rt4
Ndufa9	ND1
Npb	Mchr1
Mylip	Rnf144b
Rcn1	Scg3
Ddx47	Nol6
Ttc8	Bbs9
Incenp	Pafah1b1
Gm20730	IGHV2-70
Calcrl	Taar1
TUBA3E	Cct3
Ccl27b	Adra2c
Cdc5lrt9	Hnrnph1
Ngef	Rhoq
Ighv1-74	Ighv8-4
Ighv1-7	C1s2
Rab4a	Kif3a
Ccl21f	Npy4r
Dld	Cs
Fbxl22	Cops7b
Ints14	Ell3
Avpr2	Arpc2
LTB4R	Gcgr
Npb	Cxcr1
Agt	P2ry13
Bid	Casp8
EIF4A3	Exosc7
CCL23	Pik3r6
MDC1-AS1	MDC1-AS1
Cwc15	Pcbp2
Aff4	Supt5
Cul1	Kbtbd8
Tas2r121	Fpr3
Adcy2	S1pr2
Ighv1-84	Lat2
Tcea1	NELFE
Rock1	Arhgef28
Fbxo9	Cops6
Gnao1	Pde6g
Fbxw28	Fbxo41
Rpl7a	Rps21
Dipk2b	Dipk2b
Calca	Cga
B4gat1	Large1
Gtf2f2	Supt4a
Dcc	Siah1a
KIR2DP1	KIR2DP1
Btc	Kitl
Ncbp1	Rpsa
Insl3	Mc3r
Trappc4	Ppp6r1
Muc5b	Galnt4
Adra1b	Agtr2
Zwint	Stag1
Ubc	Mcm8
Or4x18	Gngt1
Spsb3	Fbxw21
Gnal	Or5k15
Cyfip1	IGHV1-2
FCER1A	Ighv1-24
Gab2	IGHV4-34
Ighv1-20	Cd79b
Gm28961	Hspa2
Tas2r105	CXCL5
Rmi2	PPP4R2
OCLN	Ocln
Fbxw28	Fbxl22
Arpc5	Fcgr4
Pcf11	Alyreffm2
DIEXF	Nop10
Ltv1	RPS25
Birc5	Ranbp2
Tnrc6b	Ago3
Polr2c	Hnrnpc
Or4c109	Gnb1
Taok1	Cenpo
Rbm8a2	Rps9
IGKV1-16	Ighv8-9
Col1a2	Adamts2
Rnps1	Prpf38a
Skp2	Fbxl3
Fbxo15	Fbxo9
Pik3ca	Igkv8-24
Actb	ZNRD1
LPCAT4	Lpin2
Arhgef11	Arhgap36
Pik3cd	Pik3ap1
Gm10053	Slc25a5
Pramel36	Pramel24
Nup88	Nxf1
Ubc	Mcm5
Hcrtr2	Bdkrb2
Hrh1	Prok2
ZNF576	ZNF576
Gbp11	Gbp4
Fpr-rs4	Insl5
Eme1	Fancb
Ighv1-15	Gm43218
Snrpd3	Polr2h
Tuba1c	Tuba1a
Tcea1	Polr2b
Polr2j	Nup210
Pramel26	Prame62
Rab11a	Tctn3
Arhgap9	Rhoh
Srsf2	Rnpc3
H2AFX	Gm20824
Oog3	Pramel60
Vsig2	Vsig2
Nefh	Nefh
Mapkapk5	Trp53
Ccr5	Cxcr3
Gng13	Gnb4
Penk	Cort
Alyreffm6	Cdc40
Rpl24	Eef1b2
Rps16	Ssr2
Snrpd3	Isy1
Srrm1	Sf3b1
Exosc5	Cnot7
Plppr1	PLPPR1
Gfm1	Mrps33
Ighv1-56	C2
Mrps9	Mrpl39
Mrpl9	Mrps28
Rbmyf6	Rbmyf7
Ap2a2	Cftr
P2ry2	Lpar6
Sec24a	Scfd1
Gcg	Npffr2
Oprl1	Casr
Vav1	Rasgrp1
Smg7	Rps28
Fgfr3	Pip5k1a
Srgap2	Rhoc
Rpp38	Pop7
Pla2g4a	Ptgs1
Dlgap4	NLGN4Y
Sec24d	HLA-DPB1
SMDT1	Mcub
Ssr1	Rps6
Ddx39a	Magoh
Cdc40	Lsm6
Cga	GHRH
Phf12	Phf12
Rnf7	Fbxl3
Gpr27	Adm
Clasp1	Pds5b
Elavl1	Sugp1
Cxcl16	Htr1b
Nhp2	Noc4l
Hnrnpf	Dhx38
Alyreffm2	Nup54
Gm25157	Snord116l11
Chchd3	Tmem11
Ighv1-12	Igkv15-103
Fcnb	Igkv8-16
Crh	Glp1r
TNNT3	Tnni3
Gm5478	Krt84
IGHV1-2	Ms4a2
TINF2	Sun2
Gm5478	KRT33B
Polr2j	Mnat1
SNRNP27	Cwc27
E2f2	Tfdp2
Serpind1	Prkcsh
Fpr1	Agt
Htr2b	Opn4
Lpar3	Ccr6
Gng2	Gpbar1
U2af2	Alyreffm10
Cdk9	Taf13
Chgb	Prss23
Trf	Alb
Tnfrsf26	TNFRSF10A
Cdhr1	Cdhr1
Npbwr1	Adcy8
Zfp141	Zfp386
Defb22	Defb34
Eme1	Rps27a
Nckap1l	IGLV2-23
F2rl3	Nmur1
Ighv1-77	Ighv8-9
Timeless	Rfc4
Htr2c	Ghsr
Sptbn5	Nefl
Yy1	Uchl5
Ldlr	Cd3d
Clasp1	Cenpf
Krtap4-23	Krtap4-9
Calcb	Gpha2
Matn3	Comp
Nmb	Agtr1b
Dynll1	Kifap3
Cetn2	Odf2
Dhx9	Srrm2
Rhobtb2	Arhgef12
Ighv1-84	Igkv6-20
Sos1	Arhgef1
RPS9	Rps15a
Ighv1-7	Serping1
ATP5A1	COX5B
Nedd1	TUBGCP3
KRT20	Krt77
Eif4a3l1	Slu7
Muc17	Galnt4
Ldlrap1	Arpc1a
Fem1a	Fbxl22
Sharpin	TNF
IGHV3-7	C1qc
Pagr1a	HIST2H3A
Elmo2	Igkv6-17
Grap2	Map3k1
Polr2h	Rpp38
ATP5L	Ndufa6
Cdc5lrt5	Gpkow
Trio	Arhgef1
Pramel53	C130073F10Rik
KRT74	Krt2
Kcna6	Kcnab3
Gcg	Glp1r
Asb9	Asb13
Ighv1-62-1	Itpr3
CENPS-CORT	CENPS-CORT
Ddx47	Heatr1
Rsl1	Zfp456
CACNA1C	Cacng1
OR10A6	Gnb1
Rplp0	Rps7
Muc15	Muc1
Cd79a	IGHV4-39
Tle2	Pygo2
ACTG1	MKL1
GHRH	Adcyap1r1
Sys1	Vps52
Kctd7	Asb4
Apol7b	TGOLN2
Igkv15-103	Ighe
Wapl	CENPP
Ccr7	Drd3
Rhobtb1	ARHGEF26
Bmp15	Ktn1
Asb4	Commd1
Pqbp1	MAGOHB
Rps6	Rpl29
SPG19	SPG19
HIST1H3C	HIST2H3A
Ngef	Rhoc
Foxp1	Zscan10
Ighv8-11	Vpreb1b
Ocrl	Vav3
Omg	Mag
Cers3	Cers3
PPR1	PPR1
Taok1	Mad2l1
Gpkow	Cwc22rt5
Birc3	Traf3
Gm26502	Snord116l12
Krtap10-4	Krtap12-20
Kir3dl2	H2-M1
Ahsg	Golm1
DEFA6	Prss3
Ighv1-59	Plcg2
Alyreffm4	Thoc1
Pik3r6	Gpr18
Plekhh1	Plekhh1
Zfp944	Zfp985
Ube2m	Fbxl3
Ptgdr2	Gper1
Ccl20	Plcb1
Seh1l	Cenpc1
Ift140	Cluap1
LOC400927-CSNK1E	Dvl3
Gtf2e2	GTF2A2
Peli2	Ikbkb
S1pr1	Npbwr1
IGLV7-43	Crk
Taf8	Ints13
IGKV1-16	Ighv10-3
Pold4	Pot1a
Lpar2	Anxa1
Snrpn	Hnrnpa1
Galr2	Fpr2
Srrt	Gpkow
IGLV7-43	Igkv6-25
Cpsf2	Cstf1
ATP5S	COX5B
Gtf2f1	Prpf4
Fbxw8	Rnf213
Rps27a	Nlrp4b
Stat5b	Jak1
Tas2r115	Pik3cg
Cope	Tmed2
Polr2d	Ago2
Sos1	Egf
Mamstr	Mamstr
Adcy4	RLN3
Gast	Grk2
Smc1a	CENPP
Lgmn	Ctss
Grb2	Vav1
ACR	ZP2
Gnal	OR51B5
Mrpl58	Mrps33
Adcy7	Oprk1
Tas2r137	Npw
Zfp87	Rsl1
Ppie	Ubb
Alyreffm1	Eif4b
SKA1	Hdac8
Vav1	Nrg4
CXCL1	CXCL2
Vps25	VPS28
CYFIP1	Igkv6-17
LINC01170	LINC01170
Fgf17	Lat
ZNF630	ZNF630
Alyreffm14	Nup155
Adora1	Cxcr6
TAS2R19	MCHR2
Q1EHW4	Q1EHW4
Ing4	HIST1H3C
Ybx1	Ctnnbl1
Zw10	Stx18
Alyreffm11	Rnps1
Alyreffm16	Cstf2t
Ighv8-12	Ighv15-2
Adcy1	Gphb5
Gna13	Abr
Grm3	Ltb4r2
Cdh1	Ctnna1
GCGR	Fshb
Rpa3	Rfc3
Ikbkb	TNF
PIP4K2B	Kitl
Nkain3	Nkain3
Fgg	Cst3
B4gat1	Large2
Bmp15	Cp
Cdo1	Csad
Exosc5	Eif4e
IGHV4-59	Ighv10-3
Clp1	Cdc40
Artn	Fgf22
Cp	Pnpla2
Ccl27al	Fpr1
Dsc2	Pkp4
Eloc	Paf1
Polr2g	Sf3a3
Adra2c	Lpar5
Or9g4b	Gngt1
Srebf1	Rasl2-9
Fam167a	Fam167a
Timmdc1	Ndufv2
Ccr9	NPW
Cnr1	CXCL5
Cdc5lrt5	POLR2A
Mrpl13	Mrpl50
Ccl5	Htr1a
Sstr1	Drd4
Zbtb16	Cops8
Abi1	Ighv8-6
Limd1	Ubb
Mbl2	Ighv1-7
Igkv17-127	Igkv8-28
Fgf18	Fgf23
Ifna9	Stat1
TAS2R31	Htr5a
Nbn	Abl1
Ighv1-42	Vpreb3
Sec24a	Uso1
Pik3c3	Pdpk1
Ighv1-34	Arpc2
TAS2R30	HTR1D
CCL23	Gnai1
FPR3	Mchr1
AP2A2	Vamp4
Psmc1	Psmd2
Gm22285	Snord116l11
GNAQ	Gcg
Fbxw4	Nedd8
Trip12	Fbxo27
Epha5	Tiam1
Fpr-rs6	Gpr65
Rhot2	ARHGEF4
Nrxn3	Syt7
Grb2	Camk2b
Tas2r137	Ccr2
Cacng7	Cacnb2
Kdm6a	Ash2l
Eif4a2	RPS24
Ighv1-4	Nckap1l
ZNF567	ZNF567
Psmc1	Os9
Psmd10	Psma7
Ighv1-19	IGKV1D-33
Ighv1-77	Ighv10-3
Hnrnpa0	Sf3b3
Notch3	Snw1
Defa37	Defa30
Polr1b	FBL
Ighv1-37	Igha
Htr2c	Gm28040
Srrm2	U2af1l4
Snrnp35	ZRSR2
Psmb3	Uchl5
Gm21650	Syne2
Defa26	Defa38
Pramel35	PRAMEF9
Polr2i	Cops5
Lrp2	Hgs
Tbxa2r	Ghrl
Fn1	C3
ZNF471	ZNF471
Alyreffm4	Dhx15
Gpbar1	Ramp1
Fbxo15	Asb10
IGKV1-39	IGKV1-16
Adcy3	Gpr25
Csf2ra	Rasgef1a
Ighv1-31	IGLV2-8
Cxcl5	CXCL8
Commd10	Commd10
Cort	Mchr1
Pak2	Sos1
Krtap10-35	Krtap5-24
PKD1L2	PKD1L2
Mrps5	Mrps30
Pik3cb	Gfra3
AY761185	Defa21
Psma5	Psmd3
Agt	Ccl5
Pla2g2f	Mtmr1
Herc2	HIST1H4I
Chmp6	Snf8
U2AF1L5	Cwc22
EIF4A3	Alyreffm4
Or52n5	Gnb1
Polr2d	Prpf40a
Notch2	Poglut1
Cort	Cxcr1
Rab1b	Folr1
RPL14	Eif3a
Rab1b	Trappc3
DIEXF	Rps7
Ppihl	Sf3b6
Bcr	Fgd3
Gm54491	Gm56251
Uba52rt	Spcs1
Fbxw7	Fbxo4
Sfi1	SDCCAG8
TAP1	Pdia3
Snrpa1	Sf3b5
Zw10	Copb2
Ccl21b	P2ry14
Snrnp48	SNU13
Prkar2b	Cetn2
Gosr2	Dctn4
Rac2	Ect2
Eif2b3	Eif2s1
Siah1a	Fbxo22
Npy2r	Anxa1
Snap25	Unc13b
Elavl1	Polr2a
Igkv15-103	Ighv1-11
Ndufa5	Ndufa8
Ccl21d	Htr1b
Gm42742	Kmt2c
Mau2	Rad21
Or7e174	Gngt1
WDR61	Eif4b
Hnrnpa1	Alyreffm16
Polr2b	Polr2k
Aak1	Hgs
Fbxw20	Fbxl20
RPL23A	Spcs2
IGHV1-46	Wasf2
Ndufs1	Ndufa13
Xpo1	Cenps
Inpp4b	Mtmr12
TAS2R13	Pomc
Eif4a3l2	WBP11
Krt84	KRT39
Kiss1r	Ntsr2
Gtf2h3	Supt6
BC048507	Copa
Fbxw5	Fem1b
Ddx47	Wdr43
Cops7b	Btbd6
Ppy	TAS2R46
Drd5	Gipr
POLR2A	TAF4
Fbn1	Cst5
Csnk1d	Haus4
Ighv1-80	C4A
Lum	Prelp
Htr2c	Grm4
Defa24	Defa34
Bms1	Rps6
CYSLTR2	Avpr1a
ATP5J2	Ndufv2
Srsf7	Srsf3
Lhcgr	Rxfp2
Gpc4	Bcan
Snrpn	Ppie
Golga4	Vti1a
Hrh4	Fpr-rs3
Nckap1	Igkv8-24
Gm23446	Snord116l5
Terf2ip	Gm5169
PCGF2	Ring1
Ighv1-52	Igkv8-24
Adcy6	Pth2
Apol7a	Fgf23
Crhr1	Adcy9
Cdc5l	Lsm4
Snrpa1	Sympk
Ptpn6	Ifna13
Thoc6	Thoc5
Klhl11	Asb7
Rasgrf2	Rhot1
CXCL1	Rxfp4
Plk1	Tuba4a
Uba2	Suz12
Pramel42	Pramel6
Ikbkg	Map2k7
ORI6	ORI6
ATP5E	Ndufa9
B9d2	Stag2
Spsb1	Btrc
Fcer1a	Ighv1-85
Ighv1-49	Ighv8-6
Med31	Med8
Serpina10	Fgf23
Gna13	TAS2R60
Fbxo17	Mylip
Gnrh1	Npffr2
Ighv6-5	Gm43218
Mbd3	Ercc6
Ighv14-1	IGKV3-15
Arhgap45	Rhobtb1
Babam2	Rad50
Gm13057	Pramel11
PRAMEF26	Pramel7
Prkar2b	Adcy4
Brd9	Brd9
Ddx42	Lsm3
Hc	MCHR2
Rnf34	Rps27a
Rapgef2	Pdgfrb
Ighv1-67	Igkv18-36
Ptk2	Jak2
Prame62	PRAMEF26
Cdc5lrt4	Hnrnpa3
Ighv8-13	Igha
Zw10	Arcn1
Vmn1r3	Vmn1r261
GABBR1	Cxcr5
Insl3	Ghrh
Irs2	Igf1r
Psmd13	Psme3
Frs3	Pdgfa
Snord116l10	Gm22373
CXCL5	Ccr4
Hrh2	Gpha2
Fbxw19	Klhl22
Ighv1-81	Pik3ca
Tas2r106	Gnai2
Ube2n	Mdc1
Tor1a	Cops2
Kxd1	Fbxw8
Hadhb	Ndufb10
Rnf213	Rnf144b
Rbbp7	Phf19
Nmu	Sstr2
Chchd1	Mrpl57
Prcc	HNRNPR
Sun1	Gm20896
Lpar3	Adcy8
Blm	Rad50
Sarnp	Ndc1
Arf4	Ank2
Rpl32	Eif2s1
Gna14	Agtr2
Adra2c	RXFP3
Ighv1-62-2	Fcgr3
Cope	Tmed9
DDX39B	Alyreffm9
Fcgr3	IGLV3-25
Dcc	Ntn4
Igkv15-103	Ighv8-11
Smarca5	Sap18b
Htr1a	Mchr1
C1rb	Ighv8-9
Tle1	Uba52rt
Cops6	Ercc8
Grin2c	Pdgfra
Vipr2	Glp1r
Rala	Exoc7
Bub1b	Incenp
Mrps25	Mrps12
Rps27a	Rpl9-ps6
Htr4	Tshr
Alyref2	Hnrnpa2b1
Stc2	Trf
Shisa5	Mgat4a
Slc35b2	Hs6st2
Htr1a	Cxcr1
Ccnt2	Taf13
Ptger3	Cxcl16
Rpp30	Rps8
Rbmx	Rbm22
Taf8	Snapc5
Ighv1-24	IGHA2
Rnf7l	Klhl41
Ereg	Fgf4
Gm20905	Syne2
Cpsf7	PRPF8
Bhlha15	Bhlha15
Gm24143	Gm23442
Gm7072	Zfp991
Ighv1-24	IGHV4-34
Serpina10	Qsox1
IGKV1D-33	Fcgr3
Snapc3	LOC101060521
Gab2	Ighv6-4
Rasgrf2	Kl
Trf	Pnpla2
Cck	Tacr2
Srp14	Srpra
Inpp5b	Fgd4
Ndufaf3	Ndufb8
Brca1	Gm20906
Uba52rt	FAN1
Tuba1a	Tbcb
CCL25	Sstr2
Qrfp	Lpar4
Kng1	Cdh2
Npsr1	Qrfpr
Mapk3	Fgf7
Ighv1-62-1	Ambp
CXCL8	P2ry14
Ndufa10	Mdh2
Tas2r116	Cxcr1
Eef2	Rpl8
Gm24518	Gm26433
Rad9b	Kat5
VPS53	Golga1
Nop14	Rps9
Gnal	Or7a42
Gdnf	Braf
Col15a1	Ppib
Fshb	Adcyap1
Ighv1-5	Btk
Fbxo40	Fbxl7
Gtf2h2	Ercc2
Pip4k2a	Hbegf
Cysltr1	Qrfpr
Ddx5	Polr2b
Eif4a2	Rpl11
Myl10	MYLPF
Or4k2	Gnb1
Eif4a1	Eif3m
Trip10	RHOU
Krt75	Krt27
PROKR1	Arhgef25
Tulp4	Asb13
Or4d10b	Gnb1
Brca1	Gm28998
Rab3ip	Hsp90aa1
Trappc4	Scfd1
P2RY11	Hcrt
IGKV1-39	Ighv1-34
Gm22258	Gm26246
Pml	Nup210
Itga2b	Fn1
Eme1	Rad50
Itga2b	Csk
Aaas	Magoh
Wsb1	Socs6
Rb1cc1	Ambra1
Pramel36	PRAMEF10
RPS11	Eif5b
MCDR1	MCDR1
Eva1a	Enam
Snord116l10	Gm23767
Mtnr1a	Rxfp4
PRAMEF11	Gm12790
IGKV1-12	IGHV3-7
Prkag2	Trp53
Alyreffm4	Igf2bp3
LTC4S	Alox5
Ighv1-34	Igkv6-17
Smc1a	Gm20920
Bin1	Ston2
Pgd	Rpe
Cnr1	Sstr5
Gtf2h4	Sumo2
Snapc3	Snapc1
Pqbp1	Cwc22rt1
Ighv14-4	Nck1
Apol7b	P4hb
Il2rb	Camk2b
Gtf2h1	Taf1
Sptbn1	Gfra3
Nfatc2	Ppp3r1
Tra2b	Sf3a2
Ccl21e	Ccr5
CPNE6	CPNE6
Sun1	Gm21173
Galr2	Ccr10
Gna13	Tas2r119
Lrrc15	Lrrc15
Gpr45	Plcb1
Hebp1	Agtr1a
Tubg2	Dctn3
Gm22973	Gm23971
Zfp760	Zfp945
Igkv2-112	Sos1
Serpina1b	Tnc
Ighv1-81	Igkv6-15
Ints3	Snapc5
Mc1r	Adm2
Rps15	Upf3b
Sec24d	Serpina1c
Adra2b	Pik3r6
Ube4b	Ube4b
Tas2r129	Gnai2
B3gnt2	Galnt4
ND2	Ndufb10
ZSCAN9	ZSCAN9
Nup98	Sae1
Pnpla1	Pnpla1
Kxd1	Slc2a8
Actr2	Ighv1-12
Synj1	Pla2g2f
Dao	Cat
Prpf4	Cwc22rt5
Pold4	Usp1
Xab2	CWC25
Gpr20	Adrb3
Odf2	Cep290
Oxtr	Grm1
Gnao1	Fzd4
Rev1	Ddb1
Gm21256	Smc3
TAS2R7	Oxgr1
Npb	Cxcr3
Ly96	Irak4
Pak1	Ighv6-5
Rps25	RPS9
IGLV2-8	IGHV3-48
SNRPD2	Ncbp2
Cox4i1	ATP5G2
Npff	Pik3r1
Pfkp	Aldob
Ndufs6	Gm10053
Stx5a	Golga2
Grb2	Itpr1
ELOA2	Polr2j
FBXL21	Siah1a
Zfp667	Zfp667
Tubb2a	Tubb1
EIF4A3	IGF2BP2
Ighv1-82	C1s1
Gtf2f1	Cstf3
Fbxo21	Asb5
Gm26032	Gm22373
Ube2a	Rbck1
Wsb2	Ube2m
Ubxn1	Rnf103
C1rb	Ighv10-3
Gpr52	Gpr52
Apol7b	Serpina1b
Il2ra	Gfra3
Gosr2	Sptan1
Grb2	Fgf22
Elob	Fbxw11
CETN2	Ninl
Irf7	Traf6
Nup35	Tpr
Knl1	Ercc6l
PRKACG	Csnk1a1
Lmo7	Cops7a
Ighv1-62-2	Fcamr
Degs1l	Degs1l
Mmp7	Col18a1
Exo1	Rad17
Tuba1b	Actb
TAS2R60	Nmur2
Rps6ka1	L1cam
Calml3	Calml3
Pcf11	Lsm6
KRT20	KRT3
Baiap2	Ighv10-1
Penk	Tas2r144
ARHGAP11B	Arhgef3
Ighv8-2	Igkv8-30
ATP5B	ATP5G2
Ighv1-74	Btk
SAA1	Tas2r126
Ccr3	Htr1b
Ighv1-34	Vav3
Pnpla2	Prss23
Epha3	Epha2
Car9	Idh3a
SHANK3	Gdnf
Pramel41	Pramel49
Agt	Bdkrb2
Polr2d	U2af1l4
Cdk2	MDC1
Mcemp1	Mcemp1
POLD3	Ercc1
KIAA1143	KIAA1143
Mrpl9	Mrps35
Bdkrb1	Adcy9
Cep57	B9d1
IGHV1-69	Igkv8-18
Srp68	Rps21
CHST6	Omd
Gcgr	Edn3
Wsb1	Fbxw21
Chrm5	F2rl1
Dus2	Nup155
Tgfbr2	Prkcz
RPS11	Rpl36
Shb	Ptk2b
Rnf115	Fbxo4
Mmp13	Prss1
Ddx42	Sf3b5
IGKV1D-33	Fcamr
Cpsf3	Polr2l
Ndufs1	Ndufb3
Cdc5lrt10	Aqr
Col27a1	Col25a1
Cish	Socs2
Ak3	Ak3
Snrnp200	Cwc25
Cep97	Haus1
Polr2h	Gtf3c4
Gpc3	Amtn
Gab2	IGHV1-2
Ptpn11	Prl2c5
Erbb2	Rasgrp3
Apol7c	Sdc2
Kbtbd7	Cops5
CXCL11	Ppy
Ighv1-82	Fcgr3
Psmd13	Psmc5
Srsf9	LSM2
Ccnt1	Nelfcd
Galr1	Tas2r104
Alyreffm15	NUPL2
Ckap4	Fstl1
CEP72	Dynll1
Hrh4	Pdyn
Muc19	Muc15
Pold1	Ercc6
Nup98	Srsf9
Btrc	Siah2
Ighv1-23	IGHV3-53
EEF1D	Rpl8
ANKRD26	ANKRD26
Ubc	Numb
H4C2	H4C2
Ddx49	Nop14
Tpsb2	Mmp1b
Ltv1	Rps26
IGLV6-57	Ighv1-23
Ndufc1	Ndufaf6
PCGF2	Phc1
Gng3	Gnb1
Rad9a	Rad51d
Eftud2	Alyreffm15
Snrnp40	Cwc22rt7
Fem1al	Fbxw14
Snx6	Snx6
Arap3	Vav2
Oog4	Pramel21
Puf60	Ddx46
Hrh1	Gm28040
Fbxw18	Tes3-ps
RPS17	RPS3
Tacr2	Kng1
Ighv1-22	IGHG1
U2AF1L5	SNU13
Chst2	Prelp
Hrh4	TAS2R31
Lnx2	Lnx2
Eif1ad15	Eif1ad15
Psd	Psd
Pramel44	PRAMEF26
Cstf1	Snw1
Ackr3	Grm7
Mrpl4	Mrps28
Ddx42	Sympk
IGHV3-11	Btk
Actb	Taf1c
Lpar2	GABBR1
S1pr2	Htr1a
CYFIP1	Ighv1-49
Gpr4	Grm6
Catsper1	Catsperd
Fpr-rs7	Prok2
ZNF585B	ZNF585B
Ifna2	Ifnab
Igfbp4	Apol11a
Cbx8	Hnrnpk
HLA-DOA	H2-DMb1
Krtap5-23	Krtap5-23
Ccnk	Ints9
Vmn1r80	V1rg10
ACR	Zp2
Sdccag8	Pafah1b1
Arhgap22	Obscn
Larp4b	Larp4b
Gm26032	Gm23767
Eif3j2	Rpl9
Ighv1-67	Igkv6-23
Rab8a	Rab13
Nphs1	Kirrel2
Ccl27b	Pik3r5
Fbxw11	Asb8
Shank2	Homer3
Cdc25c	Mastl
Rab8a	Rabggta
IGLV7-43	IGLV3-21
Rad1	Rad51b
Fbxo30	Keap1
Fem1c	Fbxw26
Galr2	Adra2a
Bicd1	Pafah1b1
Mtrf1l	Mrps24
Gtf2h2	Cops6
Rac1	Depdc1b
Stx18	SURF4
Kxd1	Eif3f
Jchain	Ighv1-61
Ndufa10	Slc25a27
Manf	Manf
Sirpa	Cd47
EID1	EID1
Snord116l15	Gm22631
RPL18	Rps25
Pfkm	Gpi1
Pramel48	Pramel21
Ppl	LCE3D
Gcgr	Adra1a
Ighv8-9	Ighv1-49
Camk1d	Camk1d
Zpbp	Zpbp
Ppia	Cd4
IGKV1-16	Lyn
Rab3ip	Haus8
Ighv1-23	Ighm
Mfge8	Fbn1
Usp39	Sf3b6
Wnt8a	Lrp6
Epb41l5	NLGN4X
Klhl20	Klhl9
Eef1d	RPS25
Copg2	Dctn2
Gdnf	Nrg2
Skp1	Ube2m
IGLV7-43	Igkv8-19
Ptpn11	Prl2c2
Trip10	Arhgef1
Epha10	Efnb3
Plk1	Csnk1d
P3h2	P3h1
Nelfa	CTDP1
CD3EAP	Polr1d
Ccr2	Sucnr1
Ighv1-5	IGKV2D-28
Ndufb7	ATP5G1
Kif5a	Rhoa
Ddx46	Dhx16
Ndufa7	4933405O20Rik
Snrpa	Pqbp1
Hdac1	Brpf1
Gm23313	Gm23313
Slc18a3	Scarb2
Rad21	Gm20894
Cnr2	CXCL3
Lig1	Apex1
Smg6	Rpl27a
Cpsf3	Hnrnpf
IGKV1-12	Igkv8-16
